permit_number,app_year,species_code,lake_parent_name,lake_id,county,fk_PAR_ID,fk_Treatment_ID,pesticide_trade_name,supplier,,applicator_company_name,start_date,end_date,treatment_size,average_depth,rate_low,rate_high,rate_units,amount_total,amount_units,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,wind_direction,air_temp,temp_nos,grant_prgm ,PAR_comments
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.14,12,34,34,gal/acre,38.85,gal,65,65,3,3,N,65,,Y,"PAR 8/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.37,8,22,22,gal/acre,31.13,gal,65,65,5,5,N,65,,Y,"PAR 12/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.96,10,28,28,gal/acre,27.76,gal,65,65,3,5,N,65,,Y,"PAR 13/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.71,10,28.4,28.4,gal/acre,26.16,gal,65,65,3,5,N,65,,Y,"PAR 17/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.43,10,28.39,28.39,gal/acre,12.21,gal,65,65,5,5,N,65,,Y,"PAR 18/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.78,12,34,34,gal/acre,26.58,gal,65,65,5,5,N,65,,Y,"PAR 19/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,2.75,8,22.72,22.72,gal/acre,62.48,gal,65,65,3,5,N,65,,Y,"PAR 20/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.1,10,28.4,28.4,gal/acre,31.24,gal,65,65,3,5,N,65,,Y,"PAR 21/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.06,8,22.6,22.6,gal/acre,1.36,gal,65,65,3,3,N,55,,Y,"PAR 22/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.45,6,2.84,2.84,gal/acre-ft,7.67,gal,65,65,3,3,NW,64,,Y,"PAR 38/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.2,7,2.84,2.84,gal/acre-ft,23.89,gal,65,65,3,3,NW,64,,Y,"PAR 39/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.58,8,2.84,2.84,gal/acre-ft,13.18,gal,65,65,3,3,NW,64,,Y,"PAR 40/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.26,6,2.84,2.84,gal/acre-ft,21.47,gal,,,2,2,WNW,49,,Y,"PAR 41/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.26,12,2.84,2.84,gal/acre-ft,8.86,gal,64,64,2,2,WNW,49,,Y,"PAR 42/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,3,12,2.84,2.84,gal/acre-ft,102.24,gal,,,5,5,WNW,63,,Y,"PAR 43/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.68,10,2.84,2.84,gal/acre-ft,19.31,gal,64,64,5,5,WNW,58,,Y,"PAR 44/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.45,8,2.84,2.84,gal/acre-ft,10.22,gal,64,64,6,6,WNW,63,,Y,"PAR 45/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.68,8,2.84,2.84,gal/acre-ft,15.45,gal,64,64,6,6,NW,63,,Y,"PAR 46/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.37,12,2.84,2.84,gal/acre-ft,46.69,gal,64,64,6,6,WNW,63,,Y,"PAR 47/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.22,12,2.84,2.84,gal/acre-ft,7.5,gal,64,64,5,5,WNW,56,,Y,"PAR 48/72, 4 ppm. depth calculated based on amount, rate, and acreage"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.37,12,2.84,2.84,gal/acre-ft,46.69,gal,64,64,3,3,NW,64,,Y,"PAR 49/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.7,12,2.84,2.84,gal/acre-ft,23.86,gal,64,64,3,3,NW,64,,Y,"PAR 50/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.4,8,2.84,2.84,gal/acre-ft,9.09,gal,64,64,3,3,NW,64,,Y,"PAR 51/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.46,8,2.84,2.84,gal/acre-ft,10.45,gal,64,64,3,3,NW,64,,Y,"PAR 52/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.14,12,2.84,2.84,gal/acre-ft,4.77,gal,64,64,3,3,NW,64,,Y,"PAR 53/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.28,10,2.84,2.84,gal/acre-ft,7.95,gal,64,64,3,3,NW,64,,Y,"PAR 54/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,2.06,10,2.84,2.84,gal/acre-ft,58.5,gal,64,64,6,6,NW,64,,Y,"PAR 55/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,3.66,10,2.84,2.84,gal/acre-ft,103.94,gal,64,64,5,5,WNW,56,,Y,"PAR 56/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,3.15,10,2.84,2.84,gal/acre-ft,89.49,gal,64,64,5,5,WNW,54,,Y,"PAR 57/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,0.86,10,2.84,2.84,gal/acre-ft,24.42,gal,64,64,5,5,WNW,56,,Y,"PAR 58/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,2.41,12,2.84,2.84,gal/acre-ft,82.13,gal,64,64,5,5,WNW,54,,Y,"PAR 59/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,5.22,10,2.84,2.84,gal/acre-ft,148.25,gal,64,64,4,4,WNW,51,,Y,"PAR 60/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.43,10,2.84,2.84,gal/acre-ft,40.61,gal,64,64,4,4,WNW,53,,Y,"PAR 61/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.22,12,34,34,gal/acre,7.5,gal,65,65,3,5,N,50,,Y,"PAR 9/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.86,6,17.03,17.03,gal/acre,14.65,gal,65,65,3,3,N,50,,Y,"PAR 10/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,3.09,12,34,34,gal/acre,105.31,gal,65,65,3,3,N,50,,Y,"PAR 11/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.48,10,28.4,28.4,gal/acre,13.63,gal,65,65,3,3,N,65,,Y,"PAR 14/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,1.6,8,22.7,22.7,gal/acre,36.35,gal,65,65,3,3,N,50,,Y,"PAR 15/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.14,12,34,34,gal/acre,4.77,gal,65,65,3,3,N,50,,Y,"PAR 16/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,2.41,12,34,34,gal/acre,82.13,gal,65,65,2,2,N,55,,Y,"PAR 23/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.44,10,28.4,28.4,gal/acre,12.5,gal,65,65,2,2,N,55,,Y,"PAR 24/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.08,8,22.75,22.75,gal/acre,1.82,gal,65,65,3,3,N,55,,Y,"PAR 25/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.2,10,28.4,28.4,gal/acre,5.68,gal,65,65,2,2,N,55,,Y,"PAR 26/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.2,8,22.7,22.7,gal/acre,4.54,gal,65,65,2,2,N,55,,Y,"PAR 27/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.65,12,34,34,gal/acre,22.15,gal,65,65,2,2,N,55,,Y,"PAR 28/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.34,8,22.7,22.7,gal/acre,7.72,gal,65,65,2,2,N,55,,Y,"PAR 29/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.13,8,22.7,22.7,gal/acre,2.95,gal,65,65,3,3,N,55,,Y,"PAR 30/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.17,10,28,28,gal/acre,4.83,gal,65,65,5,5,N,55,,Y,"PAR 31/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.17,10,28.4,28.4,gal/acre,4.83,gal,65,65,3,3,N,55,,Y,"PAR 32/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.12,12,34,34,gal/acre,4.09,gal,65,65,3,3,N,55,,Y,"PAR 33/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.25,10,28.4,28.4,gal/acre,7.1,gal,65,65,3,5,N,55,,Y,"PAR 34/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.34,8,22.7,22.7,gal/acre,7.72,gal,65,65,3,3,N,55,,Y,"PAR 35/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.2,8,22.7,22.7,gal/acre,4.54,gal,65,65,3,3,N,55,,Y,"PAR 36/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.13,10,28.3,28.3,gal/acre,3.69,gal,65,65,2,2,N,55,,Y,"PAR 37/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.77,6,2.84,2.84,gal/acre-ft,13.12,gal,63,63,2,2,N,52,,Y,"PAR 62/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.12,6,2.84,2.84,gal/acre-ft,2.04,gal,63,63,2,2,N,52,,Y,"PAR 63/72, 4 ppm. "
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.45,8,2.84,2.84,gal/acre-ft,10.22,gal,63,63,2,2,N,52,,Y,"PAR 64/72, 4 ppm.  depth calculated based on amount, rate, and acreage"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.34,8,2.84,2.84,gal/acre-ft,7.72,gal,63,63,3,3,N,52,,Y,"PAR 65/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,2,12,2.84,2.84,gal/acre-ft,68.16,gal,63,63,4,4,N,52,,Y,"PAR 66/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.86,12,2.84,2.84,gal/acre-ft,29.31,gal,63,63,3,3,N,53,,Y,"PAR 67/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,0.22,4,2.84,2.84,gal/acre-ft,2.5,gal,63,63,3,3,N,63,,Y,"PAR 68/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,1.37,6,2.84,2.84,gal/acre-ft,23.34,gal,63,63,4,4,N,54,,Y,"PAR 69/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,1.92,8,2.84,2.84,gal/acre-ft,43.62,gal,63,63,4,4,N,53,,Y,"PAR 70/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,1.51,8,2.84,2.84,gal/acre-ft,34.31,gal,63,63,6,6,N,54,,Y,"PAR 71/72, 4 ppm."
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/12/2021,10/12/2021,1.89,10,2.84,2.84,gal/acre-ft,53.68,gal,63,63,6,6,N,56,,Y,"PAR 72/72, 4 ppm."
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,3.44,8,2.84,2.84,gal/acre-ft,78.2,gal,61,61,5,5,SW,70,,Y,PAR 7/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.36,5,2.84,2.84,gal/acre-ft,5.1,gal,61,61,1,1,S,60,,Y,PAR 8/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.17,10,2.84,2.84,gal/acre-ft,4.8,gal,61,61,1,1,S,60,,Y,PAR 9/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.34,10,2.84,2.84,gal/acre-ft,9.7,gal,61,61,1,1,S,60,,Y,PAR 10/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.4,8,2.84,2.84,gal/acre-ft,9.1,gal,61,61,1,1,S,62,,Y,PAR 11/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.69,8,2.84,2.84,gal/acre-ft,15.7,gal,61,61,4,4,S,62,,Y,PAR 12/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.4,6,2.84,2.84,gal/acre-ft,6.8,gal,61,61,4,4,S,62,,Y,PAR 13/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.27,6,2.84,2.84,gal/acre-ft,4.6,gal,61,61,4,4,S,62,,Y,PAR 14/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.49,10,2.84,2.84,gal/acre-ft,13.9,gal,61,61,4,4,S,62,,Y,PAR 15/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.4,10,2.84,2.84,gal/acre-ft,11.4,gal,61,61,2,2,S,60,,Y,PAR 16/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,2.81,8,2.84,2.84,gal/acre-ft,63.8,gal,61,61,1,1,S,60,,Y,PAR 17/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.86,10,2.84,2.84,gal/acre-ft,24.4,gal,61,61,4,4,S,58,,Y,PAR 18/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.51,10,2.84,2.84,gal/acre-ft,14.5,gal,61,61,3,3,S,70,,Y,PAR 19/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.23,10,2.84,2.84,gal/acre-ft,6.5,gal,61,61,3,3,S,70,,Y,PAR 20/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.51,10,2.84,2.84,gal/acre-ft,14.5,gal,61,61,3,3,S,70,,Y,PAR 21/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.117,6,2.84,2.84,gal/acre-ft,2,gal,61,61,3,3,S,70,,Y,PAR 26/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.014,10,2.84,2.84,gal/acre-ft,0.3,gal,61,61,1,1,S,70,,Y,PAR 27/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,2.06,10,2.84,2.84,gal/acre-ft,58.5,gal,61,61,1,1,S,56,,Y,PAR 28/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.4,6,2.84,2.84,gal/acre-ft,6.8,gal,61,61,1,1,S,56,,Y,PAR 29/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,1.72,8,2.84,2.84,gal/acre-ft,39.1,gal,61,61,1,1,S,56,,Y,PAR 30/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.52,8,2.84,2.84,gal/acre-ft,11.8,gal,61,61,2,2,S,58,,Y,PAR 34/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,1.1,10,2.84,2.84,gal/acre-ft,31.2,gal,61,61,1,1,S,58,,Y,PAR 35/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,1.2,10,2.84,2.84,gal/acre-ft,34.1,gal,61,61,2,2,S,58,,Y,PAR 36/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.34,7,2.84,2.84,gal/acre-ft,6.8,gal,61,61,3,3,S,58,,Y,PAR 37/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.2,7,2.84,2.84,gal/acre-ft,4,gal,61,61,4,4,S,58,,Y,PAR 38/63
2019-2135,2022,EWM,Upper South Long,18009600,Crow Wing,1839,2228,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,10/4/2022,10/4/2022,1.9,4.6,16.1098,16.1098,oz/acre-ft,140.8,oz,61,61,0,5,,55,,Y,
2018-0175,2022,EWM,Ruth,18021200,Crow Wing,1823,1681,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,10/4/2022,10/4/2022,11.9,8.3,10.6267,10.6267,oz/acre-ft,1049.6,oz,64,64,0,5,SE,65,,Y,
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,1.6,8,2.84,2.84,gal/acre-ft,36.4,gal,60.9,60.9,8,8,S,61,,Y,PAR 22/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.74,12,2.84,2.84,gal/acre-ft,25.2,gal,,,7,7,S,69,,Y,PAR 23/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.37,8,2.84,2.84,gal/acre-ft,8.4,gal,61,61,5,5,S,69,,Y,PAR 24/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,1.2,8,2.84,2.84,gal/acre-ft,27.3,gal,61,61,5,5,S,70,,Y,PAR 25/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.18,5,2.84,2.84,gal/acre-ft,2.6,gal,61,61,1,1,S,70,,Y,PAR 31/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,2.06,8,2.84,2.84,gal/acre-ft,46.8,gal,61,61,1,1,S,70,,Y,PAR 32/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,1.83,8,2.84,2.84,gal/acre-ft,41.6,gal,61,61,4,4,S,70,,Y,PAR 33/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.07,6,2.84,2.84,gal/acre-ft,1.2,gal,60.7,60.7,4,4,S,68,,Y,PAR 39/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.34,10,2.84,2.84,gal/acre-ft,9.7,gal,61.4,61.4,8,8,S,68,,Y,PAR 40/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.41,7,2.84,2.84,gal/acre-ft,8.2,gal,61.7,61.7,8,8,S,62,,Y,PAR 41/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.86,7,2.84,2.84,gal/acre-ft,24.4,gal,61.6,61.6,5,5,S,68,,Y,PAR 42/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.4,7,2.84,2.84,gal/acre-ft,8,gal,61.3,61.3,8,8,S,69,,Y,PAR 43/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/3/2022,10/3/2022,0.54,8,2.84,2.84,gal/acre-ft,12.3,gal,60.8,60.8,8,8,S,69,,Y,PAR 44/63
