DOW,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone
47011900,Minnie-Belle,175.764,30.43,175.76,216.58,37.50,20
47012700,Goose,119.356,100.00,119.36,119.36,100.00,15
47012900,Star,552.767,99.99,552.77,409.63,74.10,11.3
47013402,Ripley (west portion),507.573,83.31,507.57,507.57,83.31,15
47015900,Thompson,225.746,100.00,225.75,225.75,100.00,15
47017700,Long,787.031,100.00,787.03,787.03,100.00,15
47018300,Hope,273.978,97.62,273.98,273.98,97.62,15
47026400,Unnamed,62.783,100.00,62.78,62.78,100.00,15
48000200,Mille Lacs,14759.777,11.51,14759.78,14759.78,11.51,15
48001100,Black Bass,25.166,80.28,25.17,25.17,80.28,15
48001200,Shakopee,584.885,100.00,584.89,476.85,81.53,11
49000500,Peavy,64.087,46.08,64.09,67.10,48.24,17
49001500,Long,68.593,54.32,68.59,66.38,52.57,14
49001600,Sullivan,622.012,56.38,622.01,559.69,50.73,12
49001900,Round,66.195,49.42,66.20,54.04,40.35,11
49002400,Pierz,79.732,43.17,79.73,79.73,43.17,15
49003500,Green Prairie Fish,92.988,50.96,92.99,62.61,34.31,10
49003600,Sylvan,190.974,59.40,190.97,184.72,57.46,14
49005600,Round,103.498,80.53,103.50,103.50,80.53,15
49006400,Fosdick,28.273,99.21,28.27,28.27,99.21,15
49006800,Cockburn,19.997,100.00,20.00,20.00,100.00,15
49007300,Alott,29.248,71.32,29.25,29.25,71.32,15
49007700,Unnamed,14.142,85.97,14.14,14.14,85.97,15
49007900,Alexander,843.851,31.09,843.85,1074.44,39.58,20
49008000,Placid,386.786,73.70,386.79,164.01,31.58,5
49008100,Pine,83.562,47.98,83.56,90.55,51.99,19
49008400,Stony,44.949,100.00,44.95,44.95,100.00,15
49010800,Lagerquist,13.743,43.43,13.74,13.74,43.43,15
49012700,Shamineau,630.542,43.23,630.54,717.49,49.19,18
49013100,Round,70.926,68.75,70.93,46.96,45.52,12
49013300,Crookneck,144.835,79.12,144.83,144.83,79.12,15
49013600,Ham,23.211,54.86,23.21,23.21,54.86,15
49013700,Fish Trap,357.286,30.05,357.29,357.29,30.05,15
49014000,Cedar,65.471,27.25,65.47,68.78,28.63,17
49032300,Zebulon Pike,692.648,58.91,692.65,692.65,58.91,15
50000200,East Side,40.002,99.99,40.00,40.00,99.99,15
50000300,Mill Pond,17.146,93.25,17.15,17.15,93.25,15
50001500,LeRoy Sand Pit,3.749,100.00,3.75,3.75,100.00,15
51001800,Buffalo,126.899,100.00,126.90,34.47,27.16,5
51002400,Lime,326.038,100.00,326.04,73.05,22.40,2.5
51004000,Bloody,272.551,100.00,272.55,272.55,100.00,15
51004300,Fox,172.119,100.00,172.12,26.80,15.57,3
51004600,Shetek,3370.975,95.62,3370.97,3370.97,95.62,15
51006300,Sarah,1144.059,100.00,1144.06,79.69,6.97,4
51006800,Summit,78.299,100.00,78.30,20.96,26.76,4.5
51008200,Currant,405.73,99.19,405.73,33.88,8.28,3
52000100,Unnamed (Hallett),3.543,29.35,3.54,3.54,29.35,15
52003400,Swan,8884.263,95.23,8884.26,8884.26,95.23,15
53000700,Indian,197.211,100.00,197.21,73.75,37.40,4.5
53001600,Kinbrae,98.421,100.00,98.42,98.42,100.00,15
53002100,West Graham,519.282,100.00,519.28,10.87,2.09,2
53002800,Okabena,775.93,99.77,775.93,105.39,13.55,5
55000400,Zumbro,354.904,49.60,354.90,354.90,49.60,15
56003100,Adley,242.415,99.68,242.42,242.42,99.68,15
56006600,Fish,481.464,96.94,481.46,481.46,96.94,15
56006900,Bear,134.171,67.92,134.17,126.71,64.14,13
56007000,Edna,104.787,100.00,104.79,104.79,100.00,15
56007900,Block,145.925,50.35,145.92,145.92,50.35,15
56011400,West Leaf,266.502,38.07,266.50,292.30,41.76,17
56011601,Middle Leaf,195.171,48.51,195.17,198.85,49.43,16
56011602,East Leaf,118.591,28.75,118.59,118.59,28.75,15
56013000,Big Pine,2375.962,50.23,2375.96,2375.96,50.23,15
56013800,East Battle,831.933,41.91,831.93,831.93,41.91,15
56014001,Portage (main bay),155.232,57.69,155.23,155.23,57.69,15
56014100,Rush,3287.884,62.82,3287.88,3510.90,67.08,16
56014200,Little Pine,764.201,36.74,764.20,764.20,36.74,15
56016000,Spitzer,638.489,86.43,638.49,638.49,86.43,15
56020000,Donalds,84.579,51.11,84.58,84.58,51.11,15
56021200,Boedigheimer,86.983,51.35,86.98,86.98,51.35,15
56023800,Clitherall,847.765,33.38,847.77,1434.59,56.48,31
56023900,West Battle,2570.306,46.15,2570.31,3358.14,60.29,26
56024000,Blanche,1044.374,79.50,1044.37,1044.37,79.50,15
56024100,Annie Battle,201.807,56.95,201.81,201.81,56.95,15
56024200,Otter Tail,6717.199,47.73,6717.20,6717.20,47.73,15
56024300,Marion,669.455,41.23,669.46,669.46,41.23,15
56025200,Middle,125.288,55.68,125.29,125.29,55.68,15
56025300,Eagle,175.193,19.31,175.19,175.19,19.31,15
56029800,Deer,299.287,67.32,299.29,444.39,99.96,25
56030201,First Silver,235.789,44.53,235.79,235.79,44.53,15
56030600,Elbow,79.065,41.98,79.06,79.06,41.98,15
56031000,Walker,362.878,62.44,362.88,362.88,62.44,15
56032800,Little McDonald,513.332,39.06,513.33,513.33,39.06,15
56035800,Scalp,67.585,26.88,67.59,114.00,45.34,28
56036000,Rose,490.607,40.87,490.61,651.57,54.28,30
56036900,Six,65.723,34.10,65.72,65.72,34.10,15
56037700,South Turtle,600.796,70.87,600.80,608.57,71.78,16
56037800,East Lost,316.422,65.45,316.42,401.01,82.95,24
56037900,North Turtle,1747.428,98.22,1747.43,1747.43,98.22,15
56038300,Dead,6258.354,82.71,6258.35,6880.35,90.93,18
56038500,Star,2658.616,58.63,2658.62,2658.62,58.63,15
56038601,Big McDonald,392.196,39.55,392.20,392.20,39.55,15
56038602,West McDonald,193.844,32.48,193.84,193.84,32.48,15
56038603,Big McDonald #2,388.762,68.53,388.76,388.76,68.53,15
56038700,Sybil,278.838,41.30,278.84,278.84,41.30,15
56038800,Long,551.585,42.80,551.59,551.59,42.80,15
56040800,Sewell,188.702,51.17,188.70,200.44,54.35,18
56043700,Stalker,607.789,44.80,607.79,607.79,44.80,15
56047500,Pickerel,244.176,29.14,244.18,350.49,41.82,25
56053200,Leek (Trowbridge),307.612,48.58,307.61,307.61,48.58,15
56054800,Bradbury,63.649,78.46,63.65,63.65,78.46,15
56055900,Clear,183.682,45.98,183.68,172.71,43.23,14
56061300,Ten Mile,713.521,49.98,713.52,575.25,40.30,10
56068200,Spring,46.368,91.32,46.37,46.37,91.32,15
56069100,Kempfer,20.139,54.35,20.14,20.14,54.35,15
56072700,Fladmark,19.268,37.11,19.27,29.24,56.30,24
56074701,North Lida,2399.716,43.51,2399.72,4026.85,73.01,27
56074702,South Lida,321.033,41.37,321.03,371.44,47.87,17
56074900,Crystal,712.72,49.87,712.72,712.72,49.87,15
56075900,Franklin,529.116,48.57,529.12,529.12,48.57,15
56076001,Lizzie (north portion),815.486,42.66,815.49,815.49,42.66,15
56076002,Rush-Lizzie(south portion,1831.466,100.00,1831.47,1831.47,100.00,15
56076100,Little Pelican,366.1,69.93,256.00,69.93,256.00,15
56078100,Swan,410.437,54.34,410.44,473.67,62.72,23
56078300,Wright,39.911,60.06,39.91,39.91,60.06,15
56078400,Long,287.04,37.89,287.04,287.04,37.89,15
56078600,Pelican,1608.247,40.58,1608.25,2116.26,53.40,25
56084600,Iverson,61.67,95.84,61.67,61.67,95.84,15
56087700,Jewett,264.837,36.27,264.84,264.84,36.27,15
56091500,Prairie,790.897,78.59,790.90,790.90,78.59,15
56092000,Unnamed,31.091,100.00,31.09,31.09,100.00,15
56094100,Pete,132.454,99.30,132.45,132.45,99.30,15
56095001,West Olaf,141.272,66.36,141.27,141.27,66.36,15
56095200,Grove,531.449,99.67,531.45,531.45,99.67,15
56098200,Oscar,454.45,82.17,454.45,454.45,82.17,15
56103900,Jacobs,157.006,99.79,157.01,157.01,99.79,15
57005100,Red Lake River Reservoir,84.791,93.13,84.79,84.79,93.13,15
58000700,Rock,79.323,100.00,79.32,60.86,76.73,7.7
58002400,Tamarack,36.08,51.73,36.08,43.21,61.95,18
58003100,Pickerel,58.703,100.00,58.70,57.12,97.31,7
58003800,Net,136.824,100.00,136.82,94.14,68.80,7.5
58004800,Oak,443.255,97.28,443.25,418.31,91.80,13
58006200,Island,292.501,54.55,292.50,182.99,34.03,9.5
58006700,Sturgeon,727.335,42.64,727.33,727.33,42.64,15
58006800,Eleven,40.094,37.12,40.09,40.09,37.12,15
58006900,Twelve,41.507,63.48,41.51,41.51,63.48,15
58008100,Sand,234.851,45.49,234.85,204.47,39.61,12
58011900,Cross,456.417,49.35,456.42,238.79,25.82,9.5
58012300,Grindstone,77.395,14.65,77.39,54.55,10.33,9
58012800,Bass,32.722,100.00,32.72,32.39,98.97,11
58013700,Bass,182.693,81.57,182.69,140.79,62.86,13
58013800,Big Pine,177.606,44.52,177.61,106.20,26.62,9.3
58014200,Pokegama,942.833,62.21,942.83,409.29,27.01,8
58014600,Unnamed,7.738,90.44,7.74,7.74,90.44,15
59002100,Indian Pond,2.087,100.00,2.09,2.09,100.00,15
60001500,Whitefish,197.607,81.41,197.61,197.61,81.41,15
60002701,Cross (North East Bay),83.677,100.00,83.68,83.68,100.00,15
60002702,Cross (Main  Basin),140.708,84.92,140.71,140.71,84.92,15
60002703,Cross (East Bay),70.442,100.00,70.44,70.44,100.00,15
60003200,Turtle,525.123,99.72,525.12,525.12,99.72,15
60013000,Store,25.146,50.64,25.15,11.65,23.46,7
60014200,Hill River,69.434,70.64,69.43,69.43,70.64,15
60018900,Cameron,224.829,100.00,224.83,224.83,100.00,15
60020200,Sarah,145.297,47.68,145.30,145.30,47.68,15
60021400,Badger,254.713,99.63,254.71,254.71,99.63,15
60021700,Union,376.241,47.07,376.24,395.77,49.51,16
60030500,Maple,1575.578,99.69,1575.58,1407.36,89.05,12
61002300,Grove,229.647,66.65,229.65,226.78,65.82,14
61002900,Westport,203.125,100.00,203.13,203.13,100.00,15
61003700,Linka,70.785,40.47,70.78,72.26,41.31,16
61004100,Scandinavian,229.728,55.24,229.73,239.80,57.67,16
61004300,Goose,323.827,99.26,323.83,323.83,99.26,15
61006400,Amelia,376.626,40.13,376.63,421.09,44.87,18
61006600,Leven,159.726,56.64,159.73,148.45,52.64,14
61006700,Villard,541.474,99.47,541.47,373.74,68.65,13
61007200,Gilchrist,209.326,62.31,209.33,168.41,50.13,7
61007800,Reno,2029.159,53.49,2029.16,1562.09,41.18,9
61009200,Hoff,83.844,82.93,83.84,83.84,82.93,15
61009700,Benson,347.064,100.00,347.06,347.06,100.00,15
61011100,Pelican,421.873,80.88,421.87,412.28,79.04,14
61012200,Ann,369.761,100.00,369.76,101.48,27.44,10
61012300,John,121.281,100.00,121.28,121.28,100.00,15
61013000,Minnewaska,3290.836,40.88,3290.84,3290.84,40.88,15
61016200,Malmedal,198.581,100.00,198.58,46.97,23.65,5
61018000,Emily,2311.006,100.00,2311.01,1059.46,45.84,2
62000100,Silver (East),71.816,98.12,71.82,70.90,96.86,11
62000200,Bald Eagle,589.063,56.13,589.06,211.86,20.19,6
62000500,Casey,11.821,100.00,11.82,11.82,100.00,15
62000600,Kohlman,82.899,100.00,82.90,44.19,53.30,4
62000700,Gervais,94.423,40.18,94.42,63.87,27.18,7
62001001,Spoon,6.821,100.00,6.82,6.82,100.00,6
62001002,Keller (main bay),73.316,95.55,73.32,73.32,95.55,15
62001100,Wakefield,20.518,100.00,20.52,20.52,100.00,15
62001200,Round,21.08,98.39,21.08,21.08,98.39,15
62001300,Phalen,84.529,42.76,84.53,74.23,37.55,11
62001600,Beaver,82.825,100.00,82.82,30.84,37.24,6
62002700,Gilfillan,96.28,99.72,96.28,96.28,99.72,15
62002800,Sucker,50.259,79.22,50.26,41.64,65.64,10
62003801,East Vadnais,145.182,36.94,145.18,93.66,23.83,9
62003802,West Vadnais,211.619,99.84,211.62,211.62,99.84,9
62003900,Twin,15.131,45.60,15.13,9.22,27.79,9
62004600,Pleasant,287.165,47.29,287.17,251.98,41.50,12
62004700,Crosby,70.912,97.70,70.91,69.55,95.83,12
62005400,McCarron,25.602,34.95,25.60,19.32,26.37,10.5
62005500,Como,65.645,97.75,65.65,19.90,29.63,3
62005600,Owasso,284.178,76.05,284.18,257.72,68.97,10.5
62005700,Josephine,78.88,69.36,78.88,75.84,66.68,14
62006100,Turtle,284.178,63.15,284.18,284.18,63.15,15
62006700,Long,117.286,61.62,117.29,103.22,54.23,12
62006900,Pike,34.618,91.13,34.62,9.84,25.90,3
62007100,Valentine,63.961,100.00,63.96,63.96,100.00,15
62007300,Snail,127.793,86.48,127.79,126.76,85.78,14
62007501,Island (Basin S.of I-694),41.856,100.00,41.86,41.86,100.00,15
62007502,Island (Basin N.of I-694),17.997,94.92,18.00,18.00,94.92,15
62007800,Johanna,92.929,43.92,92.93,68.06,32.17,10
62008200,Wabasso,23.534,54.96,23.53,24.74,57.77,18
62008300,Silver (West),63.259,85.11,63.26,63.26,85.11,15
64005800,Redwood,55.887,99.27,55.89,55.89,99.27,15
64015000,Laura,19.409,83.48,19.41,12.28,52.81,8
65000200,Preston,660.847,99.49,660.85,82.04,12.35,4
65000600,Allie,509.119,100.00,509.12,509.12,100.00,15
66000800,Cannon,1572.55,98.70,1572.55,378.47,23.76,6
66001000,Wells,653.895,98.13,653.90,653.90,98.13,15
66001400,Dudley,39.595,62.14,39.59,36.40,57.13,12
66001500,Kelly,51.133,79.29,51.13,51.13,79.29,15
66001800,Roberds,486.887,77.01,486.89,143.68,22.72,5
66002700,Circle,837.563,88.95,837.56,482.28,51.22,6
66002900,Fox,146.665,47.14,146.66,125.16,40.23,10
66003200,Union,396.734,99.45,396.73,396.73,99.45,15
66003800,French,379.026,43.28,379.03,291.71,33.31,12
66003900,Mazaska,333.003,48.88,333.00,235.47,34.56,11
66004500,Sprague,179.423,100.00,179.42,179.42,100.00,15
66004700,Hunt,148.64,84.28,148.64,77.50,43.94,9
66005200,Cedar,667.272,75.35,667.27,238.02,26.88,4
66005500,Shields,702.933,73.81,702.93,616.46,64.73,12
68000400,Hayes,131.529,72.22,131.53,63.64,34.94,7
69000100,Pine,450.064,100.00,450.06,450.06,100.00,15
69000200,Seven Beaver,1414.338,99.91,1414.34,1414.34,99.91,15
69000300,Birch,3562.018,51.56,3562.02,1556.59,22.53,5
69000400,White Iron,1539.521,47.54,1539.52,459.40,14.19,5
69001100,Pequaywan,190.964,44.02,190.96,93.88,21.64,7
69001600,Sand,26.331,98.41,26.33,26.33,98.41,15
69002800,Little Stone,179.754,98.39,179.75,179.75,98.39,15
69003000,White,99.707,81.02,99.71,63.84,51.87,6
69004100,Bassett,193.566,47.86,193.57,193.57,47.86,15
69004400,Butterball,450.658,99.84,450.66,450.66,99.84,15
69005000,Big,393.438,48.65,393.44,393.44,48.65,15
69005600,Little,58.316,83.60,58.32,58.32,83.60,15
69006400,Dry,16.497,20.12,16.50,16.50,20.12,15
69006900,Shagawa,745.172,31.78,745.17,411.44,17.55,7
69007100,High,97.002,35.46,97.00,97.00,35.46,15
69011400,Cadotte,287.401,99.89,287.40,287.40,99.89,15
69011500,Bear Island,937.899,39.70,937.90,447.54,18.94,7
69011700,Johnson,453.245,98.59,453.25,215.27,46.83,4
69011800,Burntside,5910.74,80.82,5910.74,886.85,12.13,10
69014600,Harris,43.088,63.07,43.09,43.09,63.07,15
69016700,West Twin,79.522,99.79,79.52,79.52,99.79,15
69017400,East Twin,69.334,56.27,69.33,69.33,56.27,15
69018600,Coxey Pond,191.817,98.92,191.82,191.82,98.92,15
69019000,Big,1649.092,86.61,1649.09,631.31,33.16,7
69020500,Stuart,299.422,37.42,299.42,155.05,19.38,7
69023700,Cameron,72.086,100.00,72.09,68.63,95.20,6
69024900,Colby,362.01,69.19,362.01,362.01,69.19,15
69025400,Bearhead,365.864,55.45,365.86,371.40,56.29,15.3
69027800,Armstrong,97.768,25.86,97.77,92.60,24.49,14
69028501,Eagles Nest #1,84.398,26.08,84.40,98.60,30.47,17
69028502,Eagles Nest #2,216.686,55.86,216.69,216.69,55.86,15
69028503,Eagles Nest #3,577.148,50.67,577.15,538.51,47.27,13
69029900,Hassel,85.918,99.16,85.92,85.92,99.16,15
69030600,Glimmer,16.634,98.45,16.63,16.63,98.45,15
69037100,Wild Rice,2368.542,98.64,2368.54,1387.15,57.77,6
69037201,Island Lake Rsvr(W.Basin),3204.757,48.66,3204.76,3204.76,48.66,15
69037202,Island Lake Rsvr(E.Basin),410.022,23.00,410.02,410.02,23.00,15
69037300,Boulder,3206.586,97.38,3206.59,863.20,26.21,5
69037500,Whiteface Reservoir,2933.574,64.23,2933.57,1016.11,22.25,5
69037600,Whitewater,563.369,45.35,563.37,251.19,20.22,8
69037801,East Vermilion,11123.397,32.75,11123.40,11123.40,32.75,15
69037802,West Vermilion,4240.033,36.05,4240.03,4240.03,36.05,15
69039400,Flowage,108.163,99.78,108.16,108.16,99.78,15
69039700,Clearwater,12.46,83.14,12.46,12.46,83.14,15
69041201,Upper Comstock,128.837,48.24,128.84,76.81,28.76,8
69041202,Lower Comstock,126.315,77.32,126.31,62.43,38.21,6
69042000,South Twin,52.279,44.28,52.28,29.15,24.69,8
69042600,Loon,68.874,25.37,68.87,68.87,25.37,15
69042900,Sabin (Embarrass Mine),14.216,9.11,14.22,14.22,9.11,15
69043401,Sabin,161.018,50.98,161.02,55.11,17.45,6
69043402,Wynne,71.965,25.42,71.97,33.30,11.76,5
69047000,Loon,953.811,35.77,953.81,953.81,35.77,15
69048900,Caribou,433.883,81.48,433.88,433.88,81.48,15
69049000,Pike,147.332,30.18,147.33,147.33,30.18,15
69049101,Fish Lk Flowage(Main Bas),2307.183,77.72,2307.18,1309.57,44.11,10
69049102,Fish Lk Flowage(East Bay),378.131,99.87,378.13,375.31,99.12,10
69049300,Long,89.405,44.85,89.41,89.41,44.85,15
69049400,Mud Hen,160.52,100.00,160.52,160.52,100.00,15
69049500,Long,374.232,100.00,374.23,244.91,65.44,6
69049600,Embarrass,425.624,90.17,425.62,425.62,90.17,15
69049800,Trout,1726.804,21.70,1726.80,1436.12,18.05,12
69050600,Little Grand,65.337,100.00,65.34,41.97,64.23,4
69051100,Grand,1572.278,94.80,1572.28,1550.73,93.50,14
69051300,Little Grand,87.594,49.85,87.59,87.59,49.85,15
69052100,Leora,107.299,40.84,107.30,77.56,29.52,10
69052900,Strand,325.436,98.56,325.44,325.44,98.56,15
69054400,Dinham,128.916,63.92,128.92,128.92,63.92,15
69054500,Cameron,89.817,54.13,89.82,89.82,54.13,15
69054600,Schubert,149.44,70.56,149.44,71.05,33.55,8
69055000,Section Fourteen,111.477,81.87,111.48,111.48,81.87,15
69055300,Bass,53.845,36.69,53.84,53.84,36.69,15
69055500,Silver,27.091,95.56,27.09,27.09,95.56,15
69055600,Lost,47.721,46.00,47.72,47.72,46.00,15
69056200,Coe,46.096,83.33,46.10,46.10,83.33,15
69056500,Esquagama,119.855,26.48,119.85,112.97,24.96,13
69058700,Oriniack,604.557,81.23,604.56,604.56,81.23,15
69060800,Little Vermilion,572.104,44.43,572.10,572.10,44.43,15
69061500,Echo,1139.047,99.97,1139.05,1139.00,99.97,11
69061600,Crane,1018.011,33.97,1018.01,634.33,21.17,9
69061700,Sand Point,2630.371,30.85,2630.37,2630.37,29.83,15
69061900,Simian,81.155,100.00,81.16,81.16,100.00,15
69062700,Nichols,369.797,88.00,369.80,369.80,88.00,15
69064200,Elliot,367.871,100.00,367.87,367.87,100.00,12
69064600,Murphy,232.623,65.68,232.62,102.33,28.89,7
69065100,St. Mary's,86.788,37.05,86.79,86.79,37.05,15
69065300,Long,82.886,52.88,82.89,52.16,33.28,10
69065500,Pleasant,153.935,45.76,153.93,153.93,45.76,15
69066000,Ely,248.864,35.12,248.86,248.86,35.12,15
69066200,Silver,32.235,73.00,32.24,28.80,65.22,12
69066300,Virginia,17.007,55.18,17.01,15.14,49.13,13
69066900,Big Rice,1917.224,99.99,1917.22,1917.22,99.99,15
69067100,Pfeiffer,39.282,65.14,39.28,34.51,57.23,13
69068200,Little Trout,103.428,38.05,103.43,103.43,38.05,15
69068400,Mukooda,163.922,20.97,163.92,174.84,22.37,17
69069100,Johnson,681.268,39.23,681.27,681.27,38.77,15
69069300,Namakan,11917.254,49.52,11917.25,11917.25,43.34,15
69069400,Rainy,5427.466,99.98,5427.47,5427.47,99.08,15
69069500,East Twin,114.824,100.00,114.82,114.82,100.00,15
69069600,West Twin,119.304,98.98,119.30,119.30,98.98,15
69069800,Lost,143.233,100.00,143.23,143.23,100.00,15
69070000,Maple Leaf,57.408,57.67,57.41,49.72,49.94,12
69070100,Aerie,101.441,69.31,101.44,88.92,60.76,12
69071700,Elbow,131.737,77.90,131.74,131.74,77.90,15
69072500,Mashkenode,127.76,100.00,127.76,127.76,100.00,15
69072600,Manganika,151.345,87.54,151.34,151.34,87.54,15
69073200,Little Sand,95.731,100.00,95.73,50.07,52.30,6
69073600,Sand,778.059,99.20,778.06,531.48,67.76,10
69074200,Ban,393.8,99.83,393.80,121.64,30.84,5
69074300,Unnamed,56.936,99.35,56.94,56.94,99.35,15
69074400,Elbow,703.286,39.03,703.29,703.29,39.03,15
69074500,West Elbow,77.87,99.73,77.87,77.87,99.73,15
69074800,Kjostad,235.827,53.51,235.83,174.02,39.49,11
69074900,Myrtle,854.192,97.46,854.19,854.19,97.46,15
69075500,Marion,182.874,99.97,182.87,89.97,49.19,7
69076000,Little Johnson,555.268,98.09,555.27,555.27,97.64,15
69076100,Spring,60.99,27.82,60.99,60.99,27.82,15
69076800,Martin,25.451,37.54,25.45,25.45,37.54,15
69077500,McQuade,166.71,96.26,166.71,110.82,63.99,10
69078800,Camp A,14.871,82.12,14.87,14.87,82.12,15
69079000,Dark,142.927,61.75,142.93,142.93,61.75,15
69079500,Gate,11.317,84.75,11.32,11.32,84.75,15
69079600,Leander,67.117,26.59,67.12,67.12,26.59,15
69081000,Elephant,326.525,45.12,326.53,232.16,32.08,11
69083200,Cruiser,23.969,20.29,23.97,115.32,97.62,4
69083500,Unnamed (Ryan),33.872,100.00,33.87,33.87,100.00,15
69083900,Brown,34.986,50.46,34.99,34.99,50.46,15
69084100,Pelican,10837.401,93.86,10837.40,10034.47,86.91,12
69084200,Black Duck,473.764,37.91,473.76,416.39,31.68,13.5
69084500,Kabetogama,7168.964,29.83,7168.96,7168.81,27.30,15
69084800,Prairie,255.261,32.14,255.26,255.26,32.04,15
69085600,Carey,145.399,100.00,145.40,145.40,100.00,15
69085900,Long,131.419,50.76,131.42,131.42,50.76,15
69086400,Ash,214.551,31.11,214.55,165.92,24.06,11
69086700,Jorgens,48.798,77.73,48.80,48.80,77.73,15
69087200,Loiten,26.446,27.76,26.45,15.16,15.91,7
69088900,Island,137.773,50.59,137.77,137.77,50.59,15
69091200,Dewey,96.593,47.85,96.59,96.59,47.85,15
69092500,Shannon,133.294,100.00,133.29,133.29,100.00,15
69093200,Perch,175.484,51.07,175.48,175.48,51.07,15
69093901,Sturgeon,662.859,41.34,662.86,662.86,41.34,15
69093902,Middle Sturgeon,73.884,54.75,73.88,73.88,54.75,15
69093903,West Sturgeon,50.837,43.49,50.84,50.84,43.49,15
69099400,West Two Rivers Reservoir,518.453,66.88,518.45,518.45,66.88,15
69104000,Little Dry,10.698,74.71,10.70,10.70,74.71,15
69131800,Cub,3.094,41.56,3.09,3.09,41.56,15
69132900,Little Elbow,3.474,65.05,3.47,3.47,65.05,15
69142800,Iron Chief Complex,20.291,9.80,20.29,20.29,9.80,15
70001000,Murphy,51.087,97.71,51.09,51.35,98.21,16
70002200,Cleary,144.743,99.02,144.74,130.59,89.34,7
70002600,Lower Prior,589.705,60.03,589.70,589.70,60.03,15
70002900,St. Catherine,135.287,100.00,135.29,135.29,100.00,15
70005000,McMahon,162.258,99.43,162.26,157.93,96.78,13
70005200,Cynthia,197.523,100.00,197.52,197.52,100.00,15
70005400,Spring,282.826,47.87,282.83,282.83,47.87,15
70005500,Unnamed,16.358,100.00,16.36,16.36,100.00,15
70006900,Fish,72.169,41.73,72.17,72.17,41.73,15
70007200,Upper Prior,310.512,81.32,310.51,310.51,81.32,15
70007800,Unnamed (Hass),29.358,96.17,29.36,29.36,96.17,15
70009100,Cedar,792.503,100.00,792.50,792.50,100.00,12.5
70009500,O'Dowd,273.579,87.11,273.58,161.28,51.35,6
70009800,Pleasant,316.862,100.00,316.86,49.81,15.72,2
70011000,Geis,182.605,100.00,182.60,182.60,100.00,15
70011300,Mill Pond,17.719,100.00,17.72,3.47,19.57,2
70012001,Thole,118.52,99.76,118.52,88.63,74.61,9
70012002,Schneider,38.031,100.00,38.03,38.03,100.00,15
70020000,Unnamed,14.359,100.00,14.36,14.36,100.00,15
70029400,Sweetbrier,19.486,99.06,19.49,19.49,99.06,15
71000100,Twin,39.945,99.09,39.95,39.95,99.09,15
71001300,Orono,246.642,99.07,246.64,246.64,99.07,15
71001600,Fremont,485.179,99.16,485.18,382.00,78.07,6
71002200,West Hunter,61.321,100.00,61.32,61.32,100.00,15
71002300,East Hunter,56.902,100.00,56.90,56.90,100.00,15
71004000,Sandy,38.95,63.37,38.95,47.18,76.76,25
71004600,Diann,61.961,100.00,61.96,61.96,100.00,15
71005500,Elk,360.053,99.80,360.05,175.90,48.76,8
71005700,Birch,118.395,76.75,118.40,64.92,42.09,10
71006700,Eagle,319.487,70.24,319.49,158.06,34.75,7
71006900,Ann,132.849,75.78,132.85,138.39,78.95,16.5
71008100,Mitchell,90.375,56.13,90.38,85.96,53.38,14
71008200,Big,116.407,45.67,116.41,145.03,56.90,20
71009600,Thompson,55.358,65.63,55.36,55.36,65.63,15
71012300,Camp,53.131,68.96,53.13,53.13,68.96,15
71012600,Masford,85.797,100.00,85.80,85.80,100.00,15
71013500,Unnamed,22.787,100.00,22.79,22.79,100.00,15
71014100,Elk,356.882,100.00,356.88,48.04,13.46,2
71014500,Julia,151.823,99.75,151.82,45.68,30.01,6
71014600,Briggs,219.68,54.35,219.68,145.72,36.05,8
71014700,Rush,160.818,100.00,160.82,103.31,64.24,7
71015300,Clear,70.158,62.32,70.16,70.16,62.32,15
71015800,Pickerel,92.656,85.88,92.66,92.66,85.88,15
71015900,Long,137.785,79.18,137.79,137.79,79.18,15
71016700,Round,22.445,62.72,22.44,22.44,62.72,15
72001300,Silver,652.14,100.00,652.14,652.14,100.00,15
72008900,Clear,505.076,100.00,505.08,505.08,100.00,15
73000100,Dallas,20.278,80.67,20.28,20.28,80.67,15
73000200,Feldges,22.506,92.44,22.51,22.51,92.44,15
73000300,Maria,70.075,99.36,70.08,70.08,99.36,15
73000400,Long,38.902,58.18,38.90,37.49,56.07,14
73000500,Hinz,6.267,42.46,6.27,6.27,42.46,15
73000600,Crooked,41.846,55.38,41.85,39.40,52.14,14
73000700,Quinn,10.644,47.42,10.64,10.64,47.42,15
73000800,Hulbert,10.589,61.77,10.59,10.59,61.77,15
73001100,Warner,20.676,62.04,20.68,13.74,41.22,10
73001200,Fuller,23.988,80.51,23.99,23.99,80.51,15
73001400,Marie,124.967,85.13,124.97,107.18,73.01,8
73001500,Otter,35.847,33.21,35.85,37.36,34.61,16
73002200,Mund,20.037,98.66,20.04,20.04,98.66,15
73002300,Beaver,67.085,49.57,67.08,67.08,49.57,15
73003500,School Section,192.978,100.00,192.98,192.98,100.00,15
73003700,Pearl,558.626,74.86,558.63,642.73,86.13,16
73003800,Carnelian,96.994,56.54,96.99,96.99,56.54,15
73004300,Days,23.569,65.98,23.57,23.57,65.98,15
