Permit_number,County_name,Lake_parent_name,k_Lake_ID,App_year,species_code,Pesticide_trade_name,start_date,end_date,treatment_size,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone,TreatmentSize_PercentofLake,TreatmentSize_PercentofLittoral
NA,Scott,Spring,70005400,2024,EWM,Tribune,4/30/2025,4/30/2025,16.87,Spring,282.826,47.87,282.83,282.83,47.87,15,5.964798144,5.964713786
NA,Sherburne,Eagle,71006700,2020,CLP,Aquathol K,5/16/2020,5/16/2020,33.5,Eagle,319.487,70.24,319.49,158.06,34.75,7,10.48555966,21.19448311
NA,Sherburne,Rush,71014700,2023,CLP,Aquathol K,5/23/2023,5/23/2023,12.7,Rush,160.818,100,160.82,103.31,64.24,7,7.897125944,12.29309844
NA,Sherburne,Rush,71014700,2024,CLP,FlumigardSC,4/30/2025,4/30/2025,22.5,Rush,160.818,100,160.82,103.31,64.24,7,13.99097116,21.77911141
NA,Stearns,North Brown's,73014700,2024,CLP,Semera,4/24/2024,4/24/2024,18,North Brown's,124.489,39.87,124.49,124.49,39.87,15,14.45910884,14.45899269
NA,Stearns,Rice,73019600,2024,CLP,FlumigardSC,4/30/2024,4/30/2024,15.6,Rice,832.554,57.23,832.55,787.7,54.15,13,1.873752333,1.98044941
NA,Stearns,Sauk River,73072300,2023,FR,Tribune,9/19/2024,9/19/2024,0,Sauk River,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stearns,Two Rivers,73013800,2022,CLP,Tribune,5/23/2023,5/23/2023,13.9,Two Rivers,221.09,37.89,221.09,157.59,27.01,7,6.28703243,8.820356622
NA,Waseca,Clear,81001401,2020,CLP,Aquathol K,5/6/2020,5/6/2020,3.3,Clear,563.674,86.89,563.67,215.16,33.16,8,0.585444778,1.533742331
NA,Waseca,Clear,81001401,2025,CLP,Aquathol K,5/5/2025,5/5/2025,38,Clear,563.674,86.89,563.67,215.16,33.16,8,6.741485327,17.66127533
NA,Washington,Colby,82009400,2022,CLP,Sonar A.S.,4/25/2023,4/25/2023,70.94,Colby,70.94,97.08,68.87,97.08,68.87,15,100,73.07375361
NA,Washington,Colby,82009400,2022,EWM,Sonar A.S.,4/25/2023,4/25/2023,70.94,Colby,70.94,97.08,68.87,97.08,68.87,15,100,73.07375361
NA,Washington,La,82009700,2023,CLP,Sonar A.S.,11/2/2023,4/2/2024,90,La,NA,NA,NA,NA,NA,NA,NA,NA
NA,Washington,Shields,82016200,2022,CLP,Tribune,5/22/2023,5/22/2023,3.07,Shields,25.527,86.44,25.53,20.19,68.35,9,12.02648176,15.2055473
NA,Wright,Beebe,86002300,2020,CLP,Aquathol K,5/15/2020,5/15/2020,14.5,Beebe,179.487,58.99,179.49,162.18,53.3,12,8.078579507,8.940683192
NA,Wright,Cedar,86022700,2022,CLP,Tribune,5/17/2023,5/17/2023,4.1,Cedar,276.719,35.33,276.72,263.25,33.61,14,1.481647447,1.557454891
NA,Wright,Cedar,86022700,2022,EWM,Tribune,5/17/2023,5/17/2023,4.1,Cedar,276.719,35.33,276.72,263.25,33.61,14,1.481647447,1.557454891
NA,Wright,Clearwater,86025200,2021,EWM,Aquathol K,5/12/2021,5/12/2021,7.77,Clearwater,3186.88,50.07,1595.6,50.07,1595.6,15,0.24381213,15.51827442
NA,Wright,Granite,86021700,2023,EWM,Habitat,6/21/2024,6/21/2024,0.77,Granite,118.179,33.47,118.18,87.98,24.92,11,0.651553999,0.875198909
NA,Wright,Granite,86021700,2023,EWM,ProcellaCOR EC,6/21/2024,6/21/2024,3.86,Granite,118.179,33.47,118.18,87.98,24.92,11,3.266231733,4.387360764
NA,Wright,Granite,86021700,2023,FR,Habitat,6/21/2024,6/21/2024,0.77,Granite,118.179,33.47,118.18,87.98,24.92,11,0.651553999,0.875198909
NA,Wright,Granite,86021700,2023,FR,ProcellaCOR EC,6/21/2024,6/21/2024,3.86,Granite,118.179,33.47,118.18,87.98,24.92,11,3.266231733,4.387360764
NA,Wright,Louisa,86028200,2024,CLP,FlumigardSC,4/24/2024,4/24/2024,15,Louisa,129.566,66.73,129.57,121.95,62.81,12,11.57711128,12.300123
NA,Wright,Louisa,86028200,2024,EWM,FlumigardSC,4/24/2024,4/24/2024,15,Louisa,129.566,66.73,129.57,121.95,62.81,12,11.57711128,12.300123
NA,Wright,Pleasant,86025100,2023,CLP,Mizzen,7/21/2023,7/21/2023,1,Pleasant,291.243,50.98,291.24,326.45,57.15,18,0.343355892,0.306325624
NA,Wright,Pleasant,86025100,2023,EWM,Mizzen,7/21/2023,7/21/2023,1,Pleasant,291.243,50.98,291.24,326.45,57.15,18,0.343355892,0.306325624
NA,Wright,Pleasant,86025100,2023,SSW,Mizzen,7/21/2023,7/21/2023,1,Pleasant,291.243,50.98,291.24,326.45,57.15,18,0.343355892,0.306325624
NA,Wright,Silver,86014000,2024,EWM,Weedar 64,9/25/2024,9/25/2024,4.63,Silver,37.667,45.54,37.67,17.24,20.84,6,12.29192662,26.85614849
NA,Wright,Sugar,86023300,2024,CLP,Aquathol K,4/29/2024,4/29/2024,6,Sugar,371.233,36.4,371.23,420.19,41.2,20,1.616235626,1.427925462
NA,Wright,Sugar,86023300,2024,EWM,Aquathol K,4/29/2024,4/29/2024,6,Sugar,371.233,36.4,371.23,420.19,41.2,20,1.616235626,1.427925462
NA,Wright,Wilhelm,86002000,2022,CLP,Aquathol K,5/10/2023,5/10/2023,10.64,Wilhelm,106.728,98.34,106.73,106.73,98.34,15,9.969267671,9.969080858
NA,Wright,Wilhelm,86002000,2024,CLP,Aquathol K,4/14/2024,4/14/2024,10.61,Wilhelm,106.728,98.34,106.73,106.73,98.34,15,9.941158834,9.940972548
